stimuli_presented,participant_id_coded,name,participant_id,silly_or_annoying,intention,sarc,witty,z_silly_or_annoying,z_sarc,z_witty,gender,edu,native,generally_sarcastic,b5_agreeableness,b5_agreeableness_2,b5_conscientiousness,b5_conscientiousness_2,b5_extraversion,b5_extraversion_2,b5_neuroticism,b5_neuroticism_2,b5_openness,b5_openness_2,sarc_def1,sarc_def2,sarc_def3,sarc_def4,sarc_def5,context_type,b5_agree,b5_consci,b5_extra,b5_neuro,b5_open,int1_crit_harsher,int2_crit_softer,int3_mock_hilarious,int4_mock_friendly,int5_natural,int6_direct,int7_be_nice,int8_clever
15n,14,15n_14,e63091ee43a8fb6b4cf33a47c06f8c7379a1b0c01f79074f2e3ebf9a3751e894,1,"['direct', 'be_nice']",1,1,-1.611838104,-0.913875157,-1.098110263,male,high school diploma,British English,6,5,2,4,6,1,2,2,5,3,5,5,6,5,1,4,n,3.5,5,1.5,3.5,4,0,0,0,0,0,1,1,0
16n,14,16n_14,e63091ee43a8fb6b4cf33a47c06f8c7379a1b0c01f79074f2e3ebf9a3751e894,1,"['direct', 'be_nice']",1,2,-1.611838104,-0.913875157,-0.629583217,male,high school diploma,British English,6,5,2,4,6,1,2,2,5,3,5,5,6,5,1,4,n,3.5,5,1.5,3.5,4,0,0,0,0,0,1,1,0
7n,14,7n_14,e63091ee43a8fb6b4cf33a47c06f8c7379a1b0c01f79074f2e3ebf9a3751e894,6,"['crit_softer', 'mock_friendly']",1,3,0.84429615,-0.913875157,-0.161056172,male,high school diploma,British English,6,5,2,4,6,1,2,2,5,3,5,5,6,5,1,4,n,3.5,5,1.5,3.5,4,0,1,0,1,0,0,0,0
8n,14,8n_14,e63091ee43a8fb6b4cf33a47c06f8c7379a1b0c01f79074f2e3ebf9a3751e894,4,"['natural', 'direct']",1,1,-0.138157552,-0.913875157,-1.098110263,male,high school diploma,British English,6,5,2,4,6,1,2,2,5,3,5,5,6,5,1,4,n,3.5,5,1.5,3.5,4,0,0,0,0,1,1,0,0
9n,14,9n_14,e63091ee43a8fb6b4cf33a47c06f8c7379a1b0c01f79074f2e3ebf9a3751e894,1,"['direct', 'be_nice']",1,1,-1.611838104,-0.913875157,-1.098110263,male,high school diploma,British English,6,5,2,4,6,1,2,2,5,3,5,5,6,5,1,4,n,3.5,5,1.5,3.5,4,0,0,0,0,0,1,1,0
14nn,14,14nn_14,e63091ee43a8fb6b4cf33a47c06f8c7379a1b0c01f79074f2e3ebf9a3751e894,6,"['crit_softer', 'mock_hilarious', 'direct']",6,6,0.84429615,1.268513278,1.244524965,male,high school diploma,British English,6,5,2,4,6,1,2,2,5,3,5,5,6,5,1,4,nn,3.5,5,1.5,3.5,4,0,1,1,0,0,1,0,0
1n,14,1n_14,e63091ee43a8fb6b4cf33a47c06f8c7379a1b0c01f79074f2e3ebf9a3751e894,3,"['natural', 'clever']",5,5,-0.629384403,0.832035591,0.775997919,male,high school diploma,British English,6,5,2,4,6,1,2,2,5,3,5,5,6,5,1,4,n,3.5,5,1.5,3.5,4,0,0,0,0,1,0,0,1
2n,14,2n_14,e63091ee43a8fb6b4cf33a47c06f8c7379a1b0c01f79074f2e3ebf9a3751e894,3,"['crit_softer', 'mock_friendly', 'direct', 'clever']",6,5,-0.629384403,1.268513278,0.775997919,male,high school diploma,British English,6,5,2,4,6,1,2,2,5,3,5,5,6,5,1,4,n,3.5,5,1.5,3.5,4,0,1,0,1,0,1,0,1
3n,14,3n_14,e63091ee43a8fb6b4cf33a47c06f8c7379a1b0c01f79074f2e3ebf9a3751e894,6,"['crit_harsher', 'direct', 'clever']",1,1,0.84429615,-0.913875157,-1.098110263,male,high school diploma,British English,6,5,2,4,6,1,2,2,5,3,5,5,6,5,1,4,n,3.5,5,1.5,3.5,4,1,0,0,0,0,1,0,1
4n,14,4n_14,e63091ee43a8fb6b4cf33a47c06f8c7379a1b0c01f79074f2e3ebf9a3751e894,6,"['crit_harsher', 'direct', 'clever']",4,3,0.84429615,0.395557904,-0.161056172,male,high school diploma,British English,6,5,2,4,6,1,2,2,5,3,5,5,6,5,1,4,n,3.5,5,1.5,3.5,4,1,0,0,0,0,1,0,1
5n,14,5n_14,e63091ee43a8fb6b4cf33a47c06f8c7379a1b0c01f79074f2e3ebf9a3751e894,1,"['crit_softer', 'mock_friendly', 'be_nice']",6,5,-1.611838104,1.268513278,0.775997919,male,high school diploma,British English,6,5,2,4,6,1,2,2,5,3,5,5,6,5,1,4,n,3.5,5,1.5,3.5,4,0,1,0,1,0,0,1,0
6n,14,6n_14,e63091ee43a8fb6b4cf33a47c06f8c7379a1b0c01f79074f2e3ebf9a3751e894,5,"['crit_harsher', 'direct']",1,1,0.353069299,-0.913875157,-1.098110263,male,high school diploma,British English,6,5,2,4,6,1,2,2,5,3,5,5,6,5,1,4,n,3.5,5,1.5,3.5,4,1,0,0,0,0,1,0,0
1nn,30,1nn_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,3,"['natural', 'mock_friendly']",4,4,-0.571414582,0.93374247,1.59164759,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,nn,3,4.5,3,4.5,4.5,0,0,0,1,1,0,0,0
2nn,30,2nn_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,3,"['natural', 'mock_friendly']",5,4,-0.571414582,2.17873243,1.59164759,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,nn,3,4.5,3,4.5,4.5,0,0,0,1,1,0,0,0
3nn,30,3nn_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,3,['natural'],3,4,-0.571414582,-0.31124749,1.59164759,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,nn,3,4.5,3,4.5,4.5,0,0,0,0,1,0,0,0
4nn,30,4nn_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,3,"['natural', 'be_nice']",3,3,-0.571414582,-0.31124749,-0.445661325,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,nn,3,4.5,3,4.5,4.5,0,0,0,0,1,0,1,0
5nn,30,5nn_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,3,"['natural', 'mock_friendly', 'direct']",3,3,-0.571414582,-0.31124749,-0.445661325,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,nn,3,4.5,3,4.5,4.5,0,0,0,1,1,1,0,0
6nn,30,6nn_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,4,"['direct', 'clever', 'be_nice']",2,3,1.090882383,-1.55623745,-0.445661325,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,nn,3,4.5,3,4.5,4.5,0,0,0,0,0,1,1,1
7nn,30,7nn_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,4,"['natural', 'direct']",4,3,1.090882383,0.93374247,-0.445661325,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,nn,3,4.5,3,4.5,4.5,0,0,0,0,1,1,0,0
8nn,30,8nn_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,4,"['natural', 'mock_friendly', 'direct']",5,4,1.090882383,2.17873243,1.59164759,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,nn,3,4.5,3,4.5,4.5,0,0,0,1,1,1,0,0
9nn,30,9nn_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,4,"['direct', 'be_nice']",3,3,1.090882383,-0.31124749,-0.445661325,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,nn,3,4.5,3,4.5,4.5,0,0,0,0,0,1,1,0
10nn,30,10nn_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,4,"['natural', 'direct']",3,3,1.090882383,-0.31124749,-0.445661325,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,nn,3,4.5,3,4.5,4.5,0,0,0,0,1,1,0,0
11nn,30,11nn_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,3,"['natural', 'direct', 'be_nice']",3,3,-0.571414582,-0.31124749,-0.445661325,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,nn,3,4.5,3,4.5,4.5,0,0,0,0,1,1,1,0
12nn,30,12nn_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,4,"['natural', 'direct']",5,3,1.090882383,2.17873243,-0.445661325,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,nn,3,4.5,3,4.5,4.5,0,0,0,0,1,1,0,0
13nn,30,13nn_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,3,"['natural', 'direct']",3,3,-0.571414582,-0.31124749,-0.445661325,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,nn,3,4.5,3,4.5,4.5,0,0,0,0,1,1,0,0
10n,30,10n_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,4,['direct'],4,3,1.090882383,0.93374247,-0.445661325,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,n,3,4.5,3,4.5,4.5,0,0,0,0,0,1,0,0
15nn,30,15nn_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,3,['natural'],3,4,-0.571414582,-0.31124749,1.59164759,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,nn,3,4.5,3,4.5,4.5,0,0,0,0,1,0,0,0
16nn,30,16nn_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,4,['direct'],3,3,1.090882383,-0.31124749,-0.445661325,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,nn,3,4.5,3,4.5,4.5,0,0,0,0,0,1,0,0
11n,30,11n_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,3,"['natural', 'be_nice']",3,4,-0.571414582,-0.31124749,1.59164759,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,n,3,4.5,3,4.5,4.5,0,0,0,0,1,0,1,0
12n,30,12n_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,4,['direct'],3,3,1.090882383,-0.31124749,-0.445661325,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,n,3,4.5,3,4.5,4.5,0,0,0,0,0,1,0,0
13n,30,13n_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,3,"['natural', 'be_nice']",3,3,-0.571414582,-0.31124749,-0.445661325,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,n,3,4.5,3,4.5,4.5,0,0,0,0,1,0,1,0
14n,30,14n_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,3,"['direct', 'clever', 'be_nice']",3,3,-0.571414582,-0.31124749,-0.445661325,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,n,3,4.5,3,4.5,4.5,0,0,0,0,0,1,1,1
15n,30,15n_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,3,"['natural', 'direct', 'be_nice']",3,3,-0.571414582,-0.31124749,-0.445661325,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,n,3,4.5,3,4.5,4.5,0,0,0,0,1,1,1,0
16n,30,16n_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,3,"['natural', 'direct', 'clever', 'be_nice']",3,3,-0.571414582,-0.31124749,-0.445661325,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,n,3,4.5,3,4.5,4.5,0,0,0,0,1,1,1,1
7n,30,7n_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,4,['direct'],3,3,1.090882383,-0.31124749,-0.445661325,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,n,3,4.5,3,4.5,4.5,0,0,0,0,0,1,0,0
8n,30,8n_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,4,['direct'],3,3,1.090882383,-0.31124749,-0.445661325,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,n,3,4.5,3,4.5,4.5,0,0,0,0,0,1,0,0
9n,30,9n_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,3,"['natural', 'be_nice']",3,4,-0.571414582,-0.31124749,1.59164759,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,n,3,4.5,3,4.5,4.5,0,0,0,0,1,0,1,0
14nn,30,14nn_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,4,"['natural', 'direct', 'be_nice']",3,3,1.090882383,-0.31124749,-0.445661325,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,nn,3,4.5,3,4.5,4.5,0,0,0,0,1,1,1,0
1n,30,1n_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,2,"['natural', 'direct']",2,2,-2.233711546,-1.55623745,-2.48297024,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,n,3,4.5,3,4.5,4.5,0,0,0,0,1,1,0,0
2n,30,2n_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,3,"['natural', 'direct']",3,3,-0.571414582,-0.31124749,-0.445661325,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,n,3,4.5,3,4.5,4.5,0,0,0,0,1,1,0,0
3n,30,3n_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,2,"['natural', 'clever', 'be_nice']",2,3,-2.233711546,-1.55623745,-0.445661325,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,n,3,4.5,3,4.5,4.5,0,0,0,0,1,0,1,1
4n,30,4n_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,3,"['natural', 'be_nice']",3,3,-0.571414582,-0.31124749,-0.445661325,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,n,3,4.5,3,4.5,4.5,0,0,0,0,1,0,1,0
5n,30,5n_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,4,['natural'],5,4,1.090882383,2.17873243,1.59164759,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,n,3,4.5,3,4.5,4.5,0,0,0,0,1,0,0,0
6n,30,6n_30,2018a8a1f0c22a2222c5c1585c2a8fbb2a4d8b59911e9758515f9262b742057b,3,"['direct', 'be_nice']",3,3,-0.571414582,-0.31124749,-0.445661325,female,undergraduate degree,Other,3,3,3,4,5,3,3,4,5,3,6,5,4,5,2,6,n,3,4.5,3,4.5,4.5,0,0,0,0,0,1,1,0
1nn,32,1nn_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,1,['clever'],4,4,-0.945361342,1.323962767,1.323962767,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,nn,4.5,5,4,4.5,5.5,0,0,0,0,0,0,0,1
2nn,32,2nn_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,1,['be_nice'],1,1,-0.945361342,-0.631428397,-0.631428397,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,nn,4.5,5,4,4.5,5.5,0,0,0,0,0,0,1,0
3nn,32,3nn_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,1,['mock_friendly'],4,4,-0.945361342,1.323962767,1.323962767,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,nn,4.5,5,4,4.5,5.5,0,0,0,1,0,0,0,0
4nn,32,4nn_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,4,['crit_softer'],1,1,0.704723909,-0.631428397,-0.631428397,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,nn,4.5,5,4,4.5,5.5,0,1,0,0,0,0,0,0
5nn,32,5nn_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,3,['direct'],1,1,0.154695492,-0.631428397,-0.631428397,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,nn,4.5,5,4,4.5,5.5,0,0,0,0,0,1,0,0
6nn,32,6nn_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,4,['natural'],1,1,0.704723909,-0.631428397,-0.631428397,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,nn,4.5,5,4,4.5,5.5,0,0,0,0,1,0,0,0
7nn,32,7nn_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,1,['crit_softer'],1,1,-0.945361342,-0.631428397,-0.631428397,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,nn,4.5,5,4,4.5,5.5,0,1,0,0,0,0,0,0
8nn,32,8nn_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,3,"['mock_friendly', 'mock_hilarious']",5,5,0.154695492,1.975759822,1.975759822,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,nn,4.5,5,4,4.5,5.5,0,0,1,1,0,0,0,0
9nn,32,9nn_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,5,"['crit_softer', 'direct']",4,4,1.254752326,1.323962767,1.323962767,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,nn,4.5,5,4,4.5,5.5,0,1,0,0,0,1,0,0
10nn,32,10nn_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,5,['crit_harsher'],1,1,1.254752326,-0.631428397,-0.631428397,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,nn,4.5,5,4,4.5,5.5,1,0,0,0,0,0,0,0
11nn,32,11nn_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,1,['mock_friendly'],1,1,-0.945361342,-0.631428397,-0.631428397,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,nn,4.5,5,4,4.5,5.5,0,0,0,1,0,0,0,0
12nn,32,12nn_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,4,['crit_softer'],1,1,0.704723909,-0.631428397,-0.631428397,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,nn,4.5,5,4,4.5,5.5,0,1,0,0,0,0,0,0
13nn,32,13nn_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,1,['natural'],1,1,-0.945361342,-0.631428397,-0.631428397,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,nn,4.5,5,4,4.5,5.5,0,0,0,0,1,0,0,0
10n,32,10n_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,5,['crit_harsher'],1,1,1.254752326,-0.631428397,-0.631428397,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,n,4.5,5,4,4.5,5.5,1,0,0,0,0,0,0,0
15nn,32,15nn_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,5,"['natural', 'direct']",4,4,1.254752326,1.323962767,1.323962767,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,nn,4.5,5,4,4.5,5.5,0,0,0,0,1,1,0,0
16nn,32,16nn_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,5,"['natural', 'direct']",5,5,1.254752326,1.975759822,1.975759822,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,nn,4.5,5,4,4.5,5.5,0,0,0,0,1,1,0,0
11n,32,11n_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,1,['be_nice'],1,1,-0.945361342,-0.631428397,-0.631428397,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,n,4.5,5,4,4.5,5.5,0,0,0,0,0,0,1,0
12n,32,12n_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,5,['crit_harsher'],1,1,1.254752326,-0.631428397,-0.631428397,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,n,4.5,5,4,4.5,5.5,1,0,0,0,0,0,0,0
13n,32,13n_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,1,['be_nice'],1,1,-0.945361342,-0.631428397,-0.631428397,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,n,4.5,5,4,4.5,5.5,0,0,0,0,0,0,1,0
14n,32,14n_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,1,['natural'],1,1,-0.945361342,-0.631428397,-0.631428397,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,n,4.5,5,4,4.5,5.5,0,0,0,0,1,0,0,0
15n,32,15n_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,1,['be_nice'],1,1,-0.945361342,-0.631428397,-0.631428397,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,n,4.5,5,4,4.5,5.5,0,0,0,0,0,0,1,0
16n,32,16n_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,1,['natural'],1,1,-0.945361342,-0.631428397,-0.631428397,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,n,4.5,5,4,4.5,5.5,0,0,0,0,1,0,0,0
7n,32,7n_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,5,['crit_softer'],2,2,1.254752326,0.020368658,0.020368658,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,n,4.5,5,4,4.5,5.5,0,1,0,0,0,0,0,0
8n,32,8n_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,4,['clever'],5,5,0.704723909,1.975759822,1.975759822,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,n,4.5,5,4,4.5,5.5,0,0,0,0,0,0,0,1
9n,32,9n_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,1,['be_nice'],1,1,-0.945361342,-0.631428397,-0.631428397,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,n,4.5,5,4,4.5,5.5,0,0,0,0,0,0,1,0
14nn,32,14nn_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,5,"['crit_softer', 'direct']",4,4,1.254752326,1.323962767,1.323962767,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,nn,4.5,5,4,4.5,5.5,0,1,0,0,0,1,0,0
1n,32,1n_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,1,['natural'],1,1,-0.945361342,-0.631428397,-0.631428397,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,n,4.5,5,4,4.5,5.5,0,0,0,0,1,0,0,0
2n,32,2n_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,1,['be_nice'],1,1,-0.945361342,-0.631428397,-0.631428397,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,n,4.5,5,4,4.5,5.5,0,0,0,0,0,0,1,0
3n,32,3n_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,1,['natural'],1,1,-0.945361342,-0.631428397,-0.631428397,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,n,4.5,5,4,4.5,5.5,0,0,0,0,1,0,0,0
4n,32,4n_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,5,['direct'],1,1,1.254752326,-0.631428397,-0.631428397,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,n,4.5,5,4,4.5,5.5,0,0,0,0,0,1,0,0
5n,32,5n_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,1,['mock_friendly'],4,4,-0.945361342,1.323962767,1.323962767,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,n,4.5,5,4,4.5,5.5,0,0,0,1,0,0,0,0
6n,32,6n_32,664e6bd9fe5c75b12e65f3e4aa6349af4190533c8637b3133b96b446985a8436,4,"['mock_friendly', 'direct']",1,1,0.704723909,-0.631428397,-0.631428397,female,undergraduate degree,British English,4,5,4,5,5,3,5,4,5,6,5,4,3,4,3,4,n,4.5,5,4,4.5,5.5,0,0,0,1,0,1,0,0
1nn,9,1nn_9,bb2dac6b662554d8e2179f9ec193681931b6af5dcf445edd276f9da796be06d4,4,['crit_softer'],1,2,0.059593839,-1.557919355,-0.775409524,female,high school diploma,British English,6,5,2,3,4,3,2,6,5,2,2,3,2,4,2,5,nn,3.5,3.5,2.5,5.5,2,0,1,0,0,0,0,0,0
2nn,9,2nn_9,bb2dac6b662554d8e2179f9ec193681931b6af5dcf445edd276f9da796be06d4,1,['mock_hilarious'],5,4,-1.847409013,1.173774857,1.209638858,female,high school diploma,British English,6,5,2,3,4,3,2,6,5,2,2,3,2,4,2,5,nn,3.5,3.5,2.5,5.5,2,0,0,1,0,0,0,0,0
3nn,9,3nn_9,bb2dac6b662554d8e2179f9ec193681931b6af5dcf445edd276f9da796be06d4,6,"['crit_harsher', 'mock_friendly']",5,5,1.330929074,1.173774857,2.202163049,female,high school diploma,British English,6,5,2,3,4,3,2,6,5,2,2,3,2,4,2,5,nn,3.5,3.5,2.5,5.5,2,1,0,0,1,0,0,0,0
